Census Tract FIPS code,County,Year,Inclusive Growth Score,RUCC_2023,Description,Shape,Is an Opportunity Zone,State.x,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Persol Income Score,"Persol Income Base, %","Persol Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %",FIPS,State.y,Population_2020,FID,STATEFP,COUNTYFP,TRACTCE,ME.x,MELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ME.y,variable.x,white_pop_estimate,white_pop_moe,ME.x.x,variable.y,bachelors_estimate,bachelors_moe,ME.y.y,variable.x.x,female_pop_estimate,female_pop_moe,ME.x.x.x,variable.y.y,employment_status_estimate,employment_status_moe,ME.y.y.y,variable.x.x.x,median_household_income_estimate,median_household_income_moe,ME.x.x.x.x,variable.y.y.y,vehicle_access_estimate,vehicle_access_moe,ME.y.y.y.y,variable.x.x.x.x,white_pov_estimate,white_pov_moe,ME,variable.y.y.y.y,hs_diploma_estimate,hs_diploma_moe
13245001500,Richmond County,2022,32,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,31,34,58,67,48,67,-5.2,91.1,67,12.4,289.8,33,2,1,75,78.2,83.2,3,86.7,56.3,82,59.5,77.1,24,14,34,6,-13.7,-31.2,,,,21,28.6,14.3,99,4,27.3,3,45,3,1,23.5,6,16,12,21,12,15.8,2.6,,,,7,84.6,59.4,22,42.1,47.5,45,29.5,26.9,9,88.3,79.2,13245,GA,206607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13201950100,Miller County,2022,38,9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area",0,Yes,Georgia,43,34,44,38,51,37,-5.2,-4.2,38,12.4,12.6,78,2,5.8,46,78.2,77.3,2,86.7,52.1,78,59.5,74.9,35,31,39,10,-13.7,-29.2,63,,,19,28.6,0,73,4,5.9,33,45,30,10,23.5,13,36,60,13,50,15.8,18.8,71,,,9,84.6,61.6,16,42.1,49.1,,29.5,,13,88.3,80.7,13201,GA,6000,,,,,,,,,,,,,Census Tract 9501; Miller County; Georgia,B02001_002,1409,251,Census Tract 9501; Miller County; Georgia,B15003_022,166,69,Census Tract 9501; Miller County; Georgia,B01001_026,853,146,Census Tract 9501; Miller County; Georgia,B23025_005,52,57,Census Tract 9501; Miller County; Georgia,B19019_001,42604,28895,Census Tract 9501; Miller County; Georgia,B08201_002,105,59,Census Tract 9501; Miller County; Georgia,B17001A_002,318,160,Census Tract 9501; Miller County; Georgia,B15003_017,438,172
13133950200,Greene County,2022,36,8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area",0,Yes,Georgia,37,34,36,29,44,41,-5.2,-2.9,17,12.4,-75.4,12,2,0.2,74,78.2,83.1,30,86.7,79.1,62,59.5,65.7,36,45,27,55,-13.7,-2.8,34,,,47,28.6,43.5,,,,37,45,33,17,23.5,15.6,33,36,30,27,15.8,9.9,45,,,24,84.6,74.1,64,42.1,39.8,27,29.5,19.4,4,88.3,75.3,13133,GA,18915,,,,,,,,,,,,,Census Tract 9502; Greene County; Georgia,B02001_002,954,203,Census Tract 9502; Greene County; Georgia,B15003_022,56,36,Census Tract 9502; Greene County; Georgia,B01001_026,1038,236,Census Tract 9502; Greene County; Georgia,B23025_005,25,52,Census Tract 9502; Greene County; Georgia,B19019_001,53462,9729,Census Tract 9502; Greene County; Georgia,B08201_002,46,35,Census Tract 9502; Greene County; Georgia,B17001A_002,152,126,Census Tract 9502; Greene County; Georgia,B15003_017,502,156
13175950900,Laurens County,2022,52,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",0,Yes,Georgia,61,42,66,69,63,69,-5.2,16.1,,12.4,,56,2,2.5,100,78.2,94.4,1,86.7,49.1,95,59.5,86.7,53,60,46,54,-13.7,-13.3,60,,,66,28.6,90,95,4,11.5,2,45,2,41,23.5,21.6,35,54,16,40,15.8,18.5,68,,,2,84.6,46.3,5,42.1,55.1,42,29.5,25.9,13,88.3,80.7,13175,GA,49570,,,,,,,,,,,,,Census Tract 9509; Laurens County; Georgia,B02001_002,135,105,Census Tract 9509; Laurens County; Georgia,B15003_022,38,41,Census Tract 9509; Laurens County; Georgia,B01001_026,1752,348,Census Tract 9509; Laurens County; Georgia,B23025_005,124,163,Census Tract 9509; Laurens County; Georgia,B19019_001,16727,1935,Census Tract 9509; Laurens County; Georgia,B08201_002,246,120,Census Tract 9509; Laurens County; Georgia,B17001A_002,20,23,Census Tract 9509; Laurens County; Georgia,B15003_017,919,269
13095001403,Dougherty County,2022,32,3,"Metro - Counties in metro areas of fewer than 250,000 population",0,Yes,Georgia,32,33,50,34,65,33,-5.2,-11.4,34,12.4,8,90,2,12,65,78.2,81.1,7,86.7,63.9,99,59.5,94.4,30,42,18,41,-13.7,-13.9,19,,,65,28.6,125,36,4,3.2,0,45,0,19,23.5,16.4,18,19,17,17,15.8,-26.2,21,,,2,84.6,42.1,21,42.1,47.7,,29.5,,28,88.3,84.7,13095,GA,85790,,,,,,,,,,,,,Census Tract 14.03; Dougherty County; Georgia,B02001_002,0,14,Census Tract 14.03; Dougherty County; Georgia,B15003_022,21,28,Census Tract 14.03; Dougherty County; Georgia,B01001_026,1170,348,Census Tract 14.03; Dougherty County; Georgia,B23025_005,242,154,Census Tract 14.03; Dougherty County; Georgia,B19019_001,27788,21118,Census Tract 14.03; Dougherty County; Georgia,B08201_002,125,101,Census Tract 14.03; Dougherty County; Georgia,B17001A_002,0,14,Census Tract 14.03; Dougherty County; Georgia,B15003_017,357,248
13215002200,Muscogee County,2022,40,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,53,28,42,43,41,34,-5.2,-14.2,52,12.4,45.4,49,2,1.9,26,78.2,72.7,16,86.7,71.9,73,59.5,71.6,38,53,23,78,-13.7,50,27,,,54,28.6,51.5,34,4,3.1,7,45,8,28,23.5,18.6,42,62,21,64,15.8,38.7,60,,,45,84.6,83,16,42.1,49.3,,29.5,,2,88.3,72.6,13215,GA,206922,,,,,,,,,,,,,Census Tract 22; Muscogee County; Georgia,B02001_002,120,118,Census Tract 22; Muscogee County; Georgia,B15003_022,138,94,Census Tract 22; Muscogee County; Georgia,B01001_026,1421,671,Census Tract 22; Muscogee County; Georgia,B23025_005,91,87,Census Tract 22; Muscogee County; Georgia,B19019_001,35163,14871,Census Tract 22; Muscogee County; Georgia,B08201_002,114,69,Census Tract 22; Muscogee County; Georgia,B17001A_002,96,117,Census Tract 22; Muscogee County; Georgia,B15003_017,430,163
13215002800,Muscogee County,2022,36,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,41,32,47,38,56,42,-5.2,-1.9,35,12.4,11.8,43,2,1.5,86,78.2,85.9,8,86.7,65.3,86,59.5,79.8,13,22,4,2,-13.7,-65,1,,,64,28.6,118.2,,,,4,45,5,5,23.5,11,48,62,35,54,15.8,25.3,71,,,14,84.6,66.9,31,42.1,45.4,53,29.5,30.7,41,88.3,87,13215,GA,206922,,,,,,,,,,,,,Census Tract 28; Muscogee County; Georgia,B02001_002,64,50,Census Tract 28; Muscogee County; Georgia,B15003_022,111,92,Census Tract 28; Muscogee County; Georgia,B01001_026,953,245,Census Tract 28; Muscogee County; Georgia,B23025_005,86,54,Census Tract 28; Muscogee County; Georgia,B19019_001,24020,8870,Census Tract 28; Muscogee County; Georgia,B08201_002,295,108,Census Tract 28; Muscogee County; Georgia,B17001A_002,61,50,Census Tract 28; Muscogee County; Georgia,B15003_017,481,132
13277960700,Tift County,2022,50,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",1,Yes,Georgia,61,40,53,68,38,69,-5.2,5.3,66,12.4,74.1,37,2,1.2,24,78.2,71.9,4,86.7,58.8,89,59.5,82,61,59,63,80,-13.7,-3,58,,,40,28.6,5.7,65,4,5.2,32,45,29,92,23.5,35.4,38,56,20,43,15.8,18.3,68,,,16,84.6,68.3,20,42.1,48.1,,29.5,,23,88.3,83.7,13277,GA,41344,2219,13,277,960700,9607,Census Tract 9607,G5020,S,24158997,407744,31.4514742,-83.5506483,Census Tract 9607; Tift County; Georgia,B02001_002,1318,250,Census Tract 9607; Tift County; Georgia,B15003_022,348,188,Census Tract 9607; Tift County; Georgia,B01001_026,2283,352,Census Tract 9607; Tift County; Georgia,B23025_005,128,112,Census Tract 9607; Tift County; Georgia,B19019_001,48074,8423,Census Tract 9607; Tift County; Georgia,B08201_002,485,255,Census Tract 9607; Tift County; Georgia,B17001A_002,62,48,Census Tract 9607; Tift County; Georgia,B15003_017,1315,364
13215011200,Muscogee County,2022,37,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,33,41,54,52,56,43,-5.2,-1.7,60,12.4,71.7,63,2,3.2,56,78.2,79.4,18,86.7,73.1,88,59.5,81.3,20,16,23,15,-13.7,-33.9,23,,,9,28.6,-9.7,28,4,2.7,15,45,16,27,23.5,18.1,37,30,44,29,15.8,4.1,31,,,16,84.6,68.4,95,42.1,32.5,,29.5,,22,88.3,83.4,13215,GA,206922,,,,,,,,,,,,,Census Tract 112; Muscogee County; Georgia,B02001_002,915,240,Census Tract 112; Muscogee County; Georgia,B15003_022,160,84,Census Tract 112; Muscogee County; Georgia,B01001_026,767,188,Census Tract 112; Muscogee County; Georgia,B23025_005,145,124,Census Tract 112; Muscogee County; Georgia,B19019_001,45901,11155,Census Tract 112; Muscogee County; Georgia,B08201_002,237,135,Census Tract 112; Muscogee County; Georgia,B17001A_002,108,79,Census Tract 112; Muscogee County; Georgia,B15003_017,334,141
13245010400,Richmond County,2022,36,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,29,43,48,35,61,38,-5.2,-18.3,32,12.4,3.1,47,2,1.8,89,78.2,87,10,86.7,66.6,97,59.5,89.8,36,26,46,39,-13.7,-22.2,25,,,13,28.6,-13.6,91,4,9.5,1,45,1,47,23.5,22.9,24,26,21,4,15.8,-7.8,48,,,0,84.6,25.8,12,42.1,50.6,,29.5,,50,88.3,88.3,13245,GA,206607,,,,,,,,,,,,,Census Tract 104; Richmond County; Georgia,B02001_002,396,141,Census Tract 104; Richmond County; Georgia,B15003_022,72,57,Census Tract 104; Richmond County; Georgia,B01001_026,1888,497,Census Tract 104; Richmond County; Georgia,B23025_005,247,168,Census Tract 104; Richmond County; Georgia,B19019_001,18511,6497,Census Tract 104; Richmond County; Georgia,B08201_002,466,300,Census Tract 104; Richmond County; Georgia,B17001A_002,117,85,Census Tract 104; Richmond County; Georgia,B15003_017,975,367
13285960501,Troup County,2022,53,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",0,Yes,Georgia,56,50,52,50,54,59,-5.2,-0.1,42,12.4,13.5,33,2,1,75,78.2,83.2,26,86.7,77.1,83,59.5,78.5,56,59,52,66,-13.7,-10.3,35,,,77,28.6,98.6,56,4,4.5,43,45,38,57,23.5,25.1,52,60,44,61,15.8,28.5,59,,,32,84.6,77.9,38,42.1,44.1,76,29.5,44,30,88.3,85.2,13285,GA,69426,,,,,,,,,,,,,Census Tract 9605.01; Troup County; Georgia,B02001_002,1567,332,Census Tract 9605.01; Troup County; Georgia,B15003_022,226,116,Census Tract 9605.01; Troup County; Georgia,B01001_026,2352,445,Census Tract 9605.01; Troup County; Georgia,B23025_005,91,78,Census Tract 9605.01; Troup County; Georgia,B19019_001,53171,13106,Census Tract 9605.01; Troup County; Georgia,B08201_002,230,107,Census Tract 9605.01; Troup County; Georgia,B17001A_002,299,186,Census Tract 9605.01; Troup County; Georgia,B15003_017,1193,285
13121011000,Fulton County,2022,34,1,Metro - Counties in metro areas of 1 million population or more,0,Yes,Georgia,40,27,36,47,26,41,-5.2,-5.2,53,12.4,48.3,50,2,2,14,78.2,68.4,17,86.7,72.4,24,59.5,47.5,38,32,43,27,-13.7,-28.3,42,,,28,28.6,7.2,72,4,5.8,8,45,8,50,23.5,23.5,27,42,12,30,15.8,13,54,,,18,84.6,70.3,13,42.1,50.4,,29.5,,4,88.3,75.1,13121,GA,1066710,,,,,,,,,,,,,Census Tract 110; Fulton County; Georgia,B02001_002,605,285,Census Tract 110; Fulton County; Georgia,B15003_022,346,317,Census Tract 110; Fulton County; Georgia,B01001_026,1627,646,Census Tract 110; Fulton County; Georgia,B23025_005,266,288,Census Tract 110; Fulton County; Georgia,B19019_001,45685,17475,Census Tract 110; Fulton County; Georgia,B08201_002,102,68,Census Tract 110; Fulton County; Georgia,B17001A_002,82,64,Census Tract 110; Fulton County; Georgia,B15003_017,202,74
13299950500,Ware County,2022,44,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",0,Yes,Georgia,46,42,46,46,47,48,-5.2,-9.2,45,12.4,3.4,17,2,0.3,57,78.2,79.7,23,86.7,76,90,59.5,82.4,44,51,38,45,-13.7,-20.2,69,,,39,28.6,18.6,50,4,4,27,45,25,37,23.5,20.7,42,42,42,36,15.8,9.8,49,,,22,84.6,73,33,42.1,45,97,29.5,81.3,14,88.3,81.2,13299,GA,36251,,,,,,,,,,,,,Census Tract 9505; Ware County; Georgia,B02001_002,3577,788,Census Tract 9505; Ware County; Georgia,B15003_022,541,325,Census Tract 9505; Ware County; Georgia,B01001_026,2666,514,Census Tract 9505; Ware County; Georgia,B23025_005,11,20,Census Tract 9505; Ware County; Georgia,B19019_001,40690,8005,Census Tract 9505; Ware County; Georgia,B08201_002,377,215,Census Tract 9505; Ware County; Georgia,B17001A_002,971,502,Census Tract 9505; Ware County; Georgia,B15003_017,1089,326
13051001200,Chatham County,2022,40,2,"Metro - Counties in metro areas of 250,000 to 1 million population",1,Yes,Georgia,43,37,68,67,68,67,-5.2,18.8,,12.4,,66,2,3.6,69,78.2,81.9,48,86.7,86,91,59.5,83.3,29,27,31,2,-13.7,-50,15,,,65,28.6,133.3,90,4,9.1,1,45,1,2,23.5,8.9,22,34,11,21,15.8,9.2,47,,,1,84.6,37.7,4,42.1,56.5,32,29.5,21.8,7,88.3,78,13051,GA,295291,1086,13,51,1200,12,Census Tract 12,G5020,S,1614855,55650,32.065001,-81.108689,Census Tract 12; Chatham County; Georgia,B02001_002,80,78,Census Tract 12; Chatham County; Georgia,B15003_022,88,55,Census Tract 12; Chatham County; Georgia,B01001_026,1347,284,Census Tract 12; Chatham County; Georgia,B23025_005,200,94,Census Tract 12; Chatham County; Georgia,B19019_001,18375,8262,Census Tract 12; Chatham County; Georgia,B08201_002,315,117,Census Tract 12; Chatham County; Georgia,B17001A_002,0,14,Census Tract 12; Chatham County; Georgia,B15003_017,345,109
13271950100,Telfair County,2022,50,9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area",0,Yes,Georgia,44,55,55,33,77,33,-5.2,-41.9,,12.4,,55,2,2.4,99,78.2,93,,86.7,,,59.5,,48,60,37,72,-13.7,-1.7,53,,,55,28.6,48.8,25,4,2.6,15,45,15,71,23.5,28.1,45,40,50,63,15.8,39.9,18,,,,84.6,,31,42.1,45.3,,29.5,,69,88.3,91.2,13271,GA,12477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121007500,Fulton County,2022,42,1,Metro - Counties in metro areas of 1 million population or more,1,Yes,Georgia,47,37,49,60,38,53,-5.2,1.9,66,12.4,119.5,65,2,3.4,68,78.2,81.7,17,86.7,72.3,2,59.5,32,51,55,47,59,-13.7,-11.7,40,,,67,28.6,65.9,68,4,5.5,17,45,17,56,23.5,24.8,26,26,25,38,15.8,16.8,15,,,23,84.6,73.7,9,42.1,52,41,29.5,25.4,26,88.3,84.3,13121,GA,1066710,1308,13,121,7500,75,Census Tract 75,G5020,S,3323230,2277,33.6949069,-84.412896,Census Tract 75; Fulton County; Georgia,B02001_002,315,194,Census Tract 75; Fulton County; Georgia,B15003_022,184,95,Census Tract 75; Fulton County; Georgia,B01001_026,1798,289,Census Tract 75; Fulton County; Georgia,B23025_005,134,108,Census Tract 75; Fulton County; Georgia,B19019_001,21926,4008,Census Tract 75; Fulton County; Georgia,B08201_002,609,168,Census Tract 75; Fulton County; Georgia,B17001A_002,54,53,Census Tract 75; Fulton County; Georgia,B15003_017,636,205
13121008601,Fulton County,2022,43,1,Metro - Counties in metro areas of 1 million population or more,0,Yes,Georgia,47,39,55,74,36,79,-5.2,24,68,12.4,216.5,58,2,2.7,30,78.2,73.8,22,86.7,75.2,33,59.5,52.1,36,29,43,14,-13.7,-35.3,15,,,57,28.6,52.8,97,4,13.6,2,45,2,31,23.5,19.2,38,38,38,11,15.8,1.9,64,,,9,84.6,62,45,42.1,42.9,66,29.5,36.8,30,88.3,85.2,13121,GA,1066710,,,,,,,,,,,,,Census Tract 86.01; Fulton County; Georgia,B02001_002,177,112,Census Tract 86.01; Fulton County; Georgia,B15003_022,471,184,Census Tract 86.01; Fulton County; Georgia,B01001_026,3375,828,Census Tract 86.01; Fulton County; Georgia,B23025_005,308,187,Census Tract 86.01; Fulton County; Georgia,B19019_001,32768,13929,Census Tract 86.01; Fulton County; Georgia,B08201_002,525,213,Census Tract 86.01; Fulton County; Georgia,B17001A_002,26,39,Census Tract 86.01; Fulton County; Georgia,B15003_017,1477,724
13013180205,Barrow County,2022,55,1,Metro - Counties in metro areas of 1 million population or more,0,Yes,Georgia,63,47,56,68,45,74,-5.2,11,61,12.4,40.3,86,2,9,16,78.2,69.4,53,86.7,88,24,59.5,47.9,58,63,53,89,-13.7,26.7,65,,,36,28.6,4.5,21,4,2.3,49,45,44,88,23.5,33.5,50,57,44,57,15.8,26.4,57,,,38,84.6,80.4,62,42.1,40.2,57,29.5,32.8,21,88.3,83.3,13013,GA,83505,,,,,,,,,,,,,Census Tract 1802.05; Barrow County; Georgia,B02001_002,3619,575,Census Tract 1802.05; Barrow County; Georgia,B15003_022,364,141,Census Tract 1802.05; Barrow County; Georgia,B01001_026,2636,361,Census Tract 1802.05; Barrow County; Georgia,B23025_005,120,118,Census Tract 1802.05; Barrow County; Georgia,B19019_001,56606,5502,Census Tract 1802.05; Barrow County; Georgia,B08201_002,185,123,Census Tract 1802.05; Barrow County; Georgia,B17001A_002,438,304,Census Tract 1802.05; Barrow County; Georgia,B15003_017,882,224
13121010603,Fulton County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,0,Yes,Georgia,65,43,54,62,47,58,-5.2,1.6,65,12.4,112.5,73,2,4.7,10,78.2,66.3,66,86.7,91,39,59.5,54.7,64,77,51,82,-13.7,72.7,89,,,60,28.6,63.3,57,4,4.5,49,45,44,46,23.5,22.7,44,57,31,63,15.8,37,51,,,43,84.6,82.3,18,42.1,48.7,26,29.5,19.4,38,88.3,86.5,13121,GA,1066710,,,,,,,,,,,,,Census Tract 106.03; Fulton County; Georgia,B02001_002,35,33,Census Tract 106.03; Fulton County; Georgia,B15003_022,155,88,Census Tract 106.03; Fulton County; Georgia,B01001_026,2037,608,Census Tract 106.03; Fulton County; Georgia,B23025_005,145,87,Census Tract 106.03; Fulton County; Georgia,B19019_001,47226,17904,Census Tract 106.03; Fulton County; Georgia,B08201_002,297,147,Census Tract 106.03; Fulton County; Georgia,B17001A_002,0,14,Census Tract 106.03; Fulton County; Georgia,B15003_017,738,372
13245000200,Richmond County,2022,40,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,40,39,54,47,60,47,-5.2,-0.6,,12.4,,84,2,8,50,78.2,78.2,14,86.7,70.4,94,59.5,86.2,32,19,46,16,-13.7,-27.9,30,,,11,28.6,0,92,4,9.7,21,45,21,25,23.5,17.7,32,53,10,31,15.8,13.1,75,,,,84.6,,5,42.1,54.9,,29.5,,14,88.3,81.3,13245,GA,206607,,,,,,,,,,,,,Census Tract 2; Richmond County; Georgia,B02001_002,1095,265,Census Tract 2; Richmond County; Georgia,B15003_022,206,121,Census Tract 2; Richmond County; Georgia,B01001_026,1339,261,Census Tract 2; Richmond County; Georgia,B23025_005,50,49,Census Tract 2; Richmond County; Georgia,B19019_001,23088,8129,Census Tract 2; Richmond County; Georgia,B08201_002,182,103,Census Tract 2; Richmond County; Georgia,B17001A_002,247,195,Census Tract 2; Richmond County; Georgia,B15003_017,316,104
13261950700,Sumter County,2022,46,6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area",0,Yes,Georgia,47,44,46,41,51,54,-5.2,-6.5,28,12.4,-45,8,2,0.1,75,78.2,83.3,23,86.7,76,97,59.5,90,62,68,56,65,-13.7,-7,86,,,54,28.6,35.1,67,4,5.4,32,45,29,70,23.5,27.9,28,32,24,42,15.8,17.6,22,,,6,84.6,57.1,16,42.1,49.4,31,29.5,21.5,42,88.3,87.2,13261,GA,29616,,,,,,,,,,,,,Census Tract 9507; Sumter County; Georgia,B02001_002,2340,469,Census Tract 9507; Sumter County; Georgia,B15003_022,533,217,Census Tract 9507; Sumter County; Georgia,B01001_026,3362,618,Census Tract 9507; Sumter County; Georgia,B23025_005,216,132,Census Tract 9507; Sumter County; Georgia,B19019_001,33644,6026,Census Tract 9507; Sumter County; Georgia,B08201_002,158,104,Census Tract 9507; Sumter County; Georgia,B17001A_002,544,316,Census Tract 9507; Sumter County; Georgia,B15003_017,844,216
13293010201,Upson County,2022,47,6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area",0,Yes,Georgia,49,45,48,49,46,50,-5.2,-7.1,48,12.4,18.8,16,2,0.3,77,78.2,83.7,13,86.7,70.2,76,59.5,73.8,52,51,54,71,-13.7,-3.6,36,,,46,28.6,36.5,59,4,4.7,48,45,43,54,23.5,24.4,42,48,35,65,15.8,39,31,,,40,84.6,81.5,27,42.1,46.3,15,29.5,13.4,58,88.3,89.5,13293,GA,27700,,,,,,,,,,,,,Census Tract 102.01; Upson County; Georgia,B02001_002,3506,600,Census Tract 102.01; Upson County; Georgia,B15003_022,422,181,Census Tract 102.01; Upson County; Georgia,B01001_026,2673,420,Census Tract 102.01; Upson County; Georgia,B23025_005,51,90,Census Tract 102.01; Upson County; Georgia,B19019_001,44318,9884,Census Tract 102.01; Upson County; Georgia,B08201_002,192,87,Census Tract 102.01; Upson County; Georgia,B17001A_002,363,184,Census Tract 102.01; Upson County; Georgia,B15003_017,807,270
13095001500,Dougherty County,2022,30,3,"Metro - Counties in metro areas of fewer than 250,000 population",0,Yes,Georgia,33,26,50,38,62,62,-5.2,8.1,13,12.4,-29.8,74,2,4.9,93,78.2,88,3,86.7,55.4,79,59.5,75.4,30,54,5,41,-13.7,-12.5,53,,,68,28.6,135.3,,,,1,45,0,9,23.5,12.7,10,8,11,7,15.8,-0.5,8,,,2,84.6,45,6,42.1,54.3,,29.5,,26,88.3,84.3,13095,GA,85790,,,,,,,,,,,,,Census Tract 15; Dougherty County; Georgia,B02001_002,24,38,Census Tract 15; Dougherty County; Georgia,B15003_022,73,65,Census Tract 15; Dougherty County; Georgia,B01001_026,1022,360,Census Tract 15; Dougherty County; Georgia,B23025_005,246,152,Census Tract 15; Dougherty County; Georgia,B19019_001,26000,12297,Census Tract 15; Dougherty County; Georgia,B08201_002,358,115,Census Tract 15; Dougherty County; Georgia,B17001A_002,10,16,Census Tract 15; Dougherty County; Georgia,B15003_017,498,225
13131950500,Grady County,2022,50,6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area",0,Yes,Georgia,50,50,44,37,52,44,-5.2,-28.9,30,12.4,-33.9,57,2,2.6,43,78.2,76.8,39,86.7,83.2,71,59.5,70.6,56,59,53,63,-13.7,-7.6,62,,,51,28.6,27.6,51,4,4.1,35,45,31,72,23.5,28.3,50,55,44,41,15.8,16.2,69,,,57,84.6,86.8,50,42.1,42.1,,29.5,,25,88.3,84.2,13131,GA,26236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13095010601,Dougherty County,2022,38,3,"Metro - Counties in metro areas of fewer than 250,000 population",0,Yes,Georgia,40,36,52,40,63,40,-5.2,-4.3,41,12.4,27.2,86,2,9.2,67,78.2,81.5,5,86.7,60.8,93,59.5,85,26,16,36,2,-13.7,-37.5,,,,31,28.6,25,100,4,80,6,45,6,2,23.5,7.8,38,65,10,65,15.8,45.7,,,,5,84.6,55.8,7,42.1,53.4,21,29.5,16.6,8,88.3,78.6,13095,GA,85790,,,,,,,,,,,,,Census Tract 106.01; Dougherty County; Georgia,B02001_002,41,50,Census Tract 106.01; Dougherty County; Georgia,B15003_022,107,44,Census Tract 106.01; Dougherty County; Georgia,B01001_026,1171,219,Census Tract 106.01; Dougherty County; Georgia,B23025_005,78,48,Census Tract 106.01; Dougherty County; Georgia,B19019_001,24141,10210,Census Tract 106.01; Dougherty County; Georgia,B08201_002,189,86,Census Tract 106.01; Dougherty County; Georgia,B17001A_002,35,49,Census Tract 106.01; Dougherty County; Georgia,B15003_017,495,178
13215003302,Muscogee County,2022,30,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,Yes,Georgia,19,41,44,22,66,32,-5.2,-13.9,11,12.4,-38.5,53,2,2.3,95,78.2,88.8,16,86.7,71.8,100,59.5,97.5,27,17,37,21,-13.7,-26.2,16,,,15,28.6,5,96,4,12.9,0,45,0,15,23.5,14.9,18,18,19,6,15.8,-5.8,29,,,3,84.6,49.2,52,42.1,41.8,,29.5,,1,88.3,68.7,13215,GA,206922,,,,,,,,,,,,,Census Tract 33.02; Muscogee County; Georgia,B02001_002,316,289,Census Tract 33.02; Muscogee County; Georgia,B15003_022,46,39,Census Tract 33.02; Muscogee County; Georgia,B01001_026,1136,370,Census Tract 33.02; Muscogee County; Georgia,B23025_005,286,245,Census Tract 33.02; Muscogee County; Georgia,B19019_001,28106,3421,Census Tract 33.02; Muscogee County; Georgia,B08201_002,89,79,Census Tract 33.02; Muscogee County; Georgia,B17001A_002,104,124,Census Tract 33.02; Muscogee County; Georgia,B15003_017,465,211
