Census Tract FIPS code,County,Year,Inclusive Growth Score,RUCC_2023,Description,Shape,Is an Opportunity Zone,State.x,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Persol Income Score,"Persol Income Base, %","Persol Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %",FIPS,State.y,Population_2020,FID,STATEFP,COUNTYFP,TRACTCE,ME.x,MELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ME.y,variable.x,white_pop_estimate,white_pop_moe,ME.x.x,variable.y,bachelors_estimate,bachelors_moe,ME.y.y,variable.x.x,female_pop_estimate,female_pop_moe,ME.x.x.x,variable.y.y,employment_status_estimate,employment_status_moe,ME.y.y.y,variable.x.x.x,median_household_income_estimate,median_household_income_moe,ME.x.x.x.x,variable.y.y.y,vehicle_access_estimate,vehicle_access_moe,ME.y.y.y.y,variable.x.x.x.x,white_pov_estimate,white_pov_moe,ME,variable.y.y.y.y,hs_diploma_estimate,hs_diploma_moe
13303950100,Washington County,2022,44,7,"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area",0,,Georgia,45,44,48,40,55,43,-5.2,-1.2,37,12.4,4.5,42,2,1.5,94,78.2,88.2,17,86.7,72.3,67,59.5,68.4,29,45,13,61,-13.7,25,,,,29,28.6,20,,,,24,45,23,2,23.5,9.3,56,49,64,49,15.8,14.5,,,,52,84.6,85.3,67,42.1,39.3,,29.5,,74,88.3,92.1,13303,GA,19988,,,,,,,,,,,,,Census Tract 9501; Washington County; Georgia,B02001_002,1198,214,Census Tract 9501; Washington County; Georgia,B15003_022,102,45,Census Tract 9501; Washington County; Georgia,B01001_026,914,167,Census Tract 9501; Washington County; Georgia,B23025_005,5,8,Census Tract 9501; Washington County; Georgia,B19019_001,63182,16470,Census Tract 9501; Washington County; Georgia,B08201_002,42,38,Census Tract 9501; Washington County; Georgia,B17001A_002,98,95,Census Tract 9501; Washington County; Georgia,B15003_017,480,152
13245010712,Richmond County,2022,50,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,53,46,52,50,53,49,-5.2,-27,50,12.4,-1.2,78,2,5.8,18,78.2,70.1,38,86.7,82.8,79,59.5,75.2,44,66,22,77,-13.7,89.2,50,,,72,28.6,101.6,1,4,0.7,18,45,18,46,23.5,22.7,54,44,63,54,15.8,16.6,34,,,55,84.6,86.1,53,42.1,41.6,,29.5,,82,88.3,93.6,13245,GA,206607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13089021210,DeKalb County,2022,64,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,58,69,66,60,73,57,-5.2,-3.7,63,12.4,5.5,61,2,2.9,96,78.2,89.2,73,86.7,92.7,63,59.5,66.1,44,31,57,31,-13.7,-28,26,,,37,28.6,-4.5,1,4,0.7,94,45,95,75,23.5,29.2,81,84,78,81,15.8,24.2,86,,,98,84.6,98.3,44,42.1,43.1,72,29.5,40.9,99,88.3,99.1,13089,GA,764382,,,,,,,,,,,,,Census Tract 212.10; DeKalb County; Georgia,B02001_002,5135,550,Census Tract 212.10; DeKalb County; Georgia,B15003_022,1749,251,Census Tract 212.10; DeKalb County; Georgia,B01001_026,2688,322,Census Tract 212.10; DeKalb County; Georgia,B23025_005,26,37,Census Tract 212.10; DeKalb County; Georgia,B19019_001,213750,21560,Census Tract 212.10; DeKalb County; Georgia,B08201_002,52,68,Census Tract 212.10; DeKalb County; Georgia,B17001A_002,80,78,Census Tract 212.10; DeKalb County; Georgia,B15003_017,349,197
13117130201,Forsyth County,2022,66,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,67,65,73,82,64,78,-5.2,12.2,86,12.4,100.4,65,2,3.4,89,78.2,87,81,86.7,94.5,20,59.5,45.9,46,38,54,9,-13.7,-35.8,,,,66,28.6,51.2,,,,89,45,89,18,23.5,16,78,80,76,80,15.8,28.5,,,,83,84.6,93.9,92,42.1,34,69,29.5,38.7,62,88.3,90.1,13117,GA,251283,,,,,,,,,,,,,Census Tract 1302.01; Forsyth County; Georgia,B02001_002,5508,747,Census Tract 1302.01; Forsyth County; Georgia,B15003_022,961,222,Census Tract 1302.01; Forsyth County; Georgia,B01001_026,3148,453,Census Tract 1302.01; Forsyth County; Georgia,B23025_005,103,72,Census Tract 1302.01; Forsyth County; Georgia,B19019_001,140234,25698,Census Tract 1302.01; Forsyth County; Georgia,B08201_002,14,18,Census Tract 1302.01; Forsyth County; Georgia,B17001A_002,141,90,Census Tract 1302.01; Forsyth County; Georgia,B15003_017,934,462
13067030219,Cobb County,2022,66,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,52,79,54,35,72,34,-5.2,-41.3,36,12.4,-51.7,92,2,15.2,88,78.2,86.5,97,86.7,98.9,9,59.5,39.4,60,52,68,53,-13.7,-18.2,39,,,64,28.6,28.1,30,4,2.9,87,45,87,87,23.5,33.3,83,70,96,69,15.8,18.9,70,,,99,84.6,99,92,42.1,34.1,,29.5,,97,88.3,97.8,13067,GA,766149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13151070113,Henry County,2022,46,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,55,36,54,74,34,76,-5.2,19.4,71,12.4,145.1,54,2,2.3,2,78.2,57.1,20,86.7,74.2,59,59.5,64.3,56,62,49,60,-13.7,-14.5,65,,,61,28.6,43.7,51,4,4.1,27,45,25,70,23.5,27.9,27,30,24,19,15.8,0.1,41,,,20,84.6,71.5,69,42.1,38.8,2,29.5,5.7,6,88.3,77.7,13151,GA,240712,,,,,,,,,,,,,Census Tract 701.13; Henry County; Georgia,B02001_002,2275,856,Census Tract 701.13; Henry County; Georgia,B15003_022,408,215,Census Tract 701.13; Henry County; Georgia,B01001_026,2246,438,Census Tract 701.13; Henry County; Georgia,B23025_005,415,281,Census Tract 701.13; Henry County; Georgia,B19019_001,54080,12987,Census Tract 701.13; Henry County; Georgia,B08201_002,47,64,Census Tract 701.13; Henry County; Georgia,B17001A_002,408,254,Census Tract 701.13; Henry County; Georgia,B15003_017,1535,537
13067031306,Cobb County,2022,48,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,51,44,48,62,35,71,-5.2,10.2,53,12.4,20.2,21,2,0.5,62,78.2,80.6,55,86.7,88.4,2,59.5,29.5,57,56,58,51,-13.7,-17.1,42,,,76,28.6,70.1,48,4,3.9,67,45,62,59,23.5,25.5,36,34,38,39,15.8,8,29,,,70,84.6,90.2,51,42.1,42,3,29.5,5.8,29,88.3,85,13067,GA,766149,,,,,,,,,,,,,Census Tract 313.06; Cobb County; Georgia,B02001_002,1711,470,Census Tract 313.06; Cobb County; Georgia,B15003_022,393,150,Census Tract 313.06; Cobb County; Georgia,B01001_026,2333,447,Census Tract 313.06; Cobb County; Georgia,B23025_005,218,152,Census Tract 313.06; Cobb County; Georgia,B19019_001,81477,17406,Census Tract 313.06; Cobb County; Georgia,B08201_002,75,97,Census Tract 313.06; Cobb County; Georgia,B17001A_002,87,78,Census Tract 313.06; Cobb County; Georgia,B15003_017,842,252
13067031311,Cobb County,2022,44,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,42,46,39,42,36,44,-5.2,-31.9,40,12.4,-4.5,48,2,1.8,4,78.2,60.2,79,86.7,94.1,15,59.5,43.3,64,61,66,33,-13.7,-24.5,64,,,86,28.6,108.1,44,4,3.7,76,45,72,77,23.5,29.6,30,24,35,22,15.8,5.2,25,,,15,84.6,67.9,42,42.1,43.3,,29.5,,49,88.3,88.1,13067,GA,766149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13063040202,Clayton County,2022,48,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,48,49,30,58,2,56,-5.2,4,61,12.4,83.3,2,2,0,,78.2,,,86.7,,,59.5,,59,43,75,39,-13.7,-23,32,,,59,28.6,34.8,91,4,9.4,47,45,42,87,23.5,33.3,58,44,71,39,15.8,17.6,50,,,,84.6,,71,42.1,38.5,,29.5,,,88.3,,13063,GA,297595,2555,13,63,40202,402.02,Census Tract 402.02,G5020,S,10260765,101257,33.6143004,-84.415514,Census Tract 402.02; Clayton County; Georgia,B02001_002,96,74,Census Tract 402.02; Clayton County; Georgia,B15003_022,103,54,Census Tract 402.02; Clayton County; Georgia,B01001_026,1438,270,Census Tract 402.02; Clayton County; Georgia,B23025_005,54,36,Census Tract 402.02; Clayton County; Georgia,B19019_001,40287,4804,Census Tract 402.02; Clayton County; Georgia,B08201_002,232,96,Census Tract 402.02; Clayton County; Georgia,B17001A_002,1,3,Census Tract 402.02; Clayton County; Georgia,B15003_017,439,143
13177020403,Lee County,2022,68,3,"Metro - Counties in metro areas of fewer than 250,000 population",1,,Georgia,61,76,74,76,71,83,-5.2,11.3,69,12.4,27.3,19,2,0.4,96,78.2,89.8,82,86.7,94.9,87,59.5,81.1,63,55,71,54,-13.7,-15,56,,,54,28.6,21.7,61,4,4.8,87,45,87,65,23.5,26.8,70,52,87,44,15.8,6.6,59,,,84,84.6,94,97,42.1,31.8,73,29.5,41.3,94,88.3,96.9,13177,GA,33163,1014,13,177,20403,204.03,Census Tract 204.03,G5020,S,34267515,0,31.6382136,-84.2490488,Census Tract 204.03; Lee County; Georgia,B02001_002,5134,780,Census Tract 204.03; Lee County; Georgia,B15003_022,1368,368,Census Tract 204.03; Lee County; Georgia,B01001_026,3454,466,Census Tract 204.03; Lee County; Georgia,B23025_005,74,78,Census Tract 204.03; Lee County; Georgia,B19019_001,108258,18621,Census Tract 204.03; Lee County; Georgia,B08201_002,4,8,Census Tract 204.03; Lee County; Georgia,B17001A_002,100,113,Census Tract 204.03; Lee County; Georgia,B15003_017,900,256
13067030104,Cobb County,2022,48,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,53,44,52,58,47,58,-5.2,2.6,58,12.4,40.9,93,2,16.6,38,78.2,75.7,14,86.7,70.5,42,59.5,56.2,43,40,46,51,-13.7,-13.2,39,,,29,28.6,7.6,46,4,3.8,44,45,39,47,23.5,22.9,51,62,40,62,15.8,21.4,62,,,29,84.6,76.4,33,42.1,45,21,29.5,16.8,75,88.3,92.3,13067,GA,766149,,,,,,,,,,,,,Census Tract 301.04; Cobb County; Georgia,B02001_002,2486,396,Census Tract 301.04; Cobb County; Georgia,B15003_022,321,115,Census Tract 301.04; Cobb County; Georgia,B01001_026,1993,293,Census Tract 301.04; Cobb County; Georgia,B23025_005,73,46,Census Tract 301.04; Cobb County; Georgia,B19019_001,59167,15447,Census Tract 301.04; Cobb County; Georgia,B08201_002,224,170,Census Tract 301.04; Cobb County; Georgia,B17001A_002,358,231,Census Tract 301.04; Cobb County; Georgia,B15003_017,659,170
13067030414,Cobb County,2022,46,1,Metro - Counties in metro areas of 1 million population or more,1,,Georgia,43,50,36,37,36,37,-5.2,-8.9,,12.4,,54,2,2.3,1,78.2,49.1,41,86.7,84,50,59.5,59.8,71,55,87,64,-13.7,-12.3,46,,,56,28.6,20.8,95,4,11.4,82,45,80,85,23.5,32.4,32,38,27,37,15.8,13.2,40,,,13,84.6,66.5,63,42.1,40,,29.5,,5,88.3,76.9,13067,GA,766149,896,13,67,30414,304.14,Census Tract 304.14,G5020,S,2457353,18830,33.9160385,-84.4925099,Census Tract 304.14; Cobb County; Georgia,B02001_002,516,184,Census Tract 304.14; Cobb County; Georgia,B15003_022,356,154,Census Tract 304.14; Cobb County; Georgia,B01001_026,1673,316,Census Tract 304.14; Cobb County; Georgia,B23025_005,95,64,Census Tract 304.14; Cobb County; Georgia,B19019_001,48484,6407,Census Tract 304.14; Cobb County; Georgia,B08201_002,131,82,Census Tract 304.14; Cobb County; Georgia,B17001A_002,155,114,Census Tract 304.14; Cobb County; Georgia,B15003_017,515,188
13113140208,Fayette County,2022,64,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,62,67,57,60,54,52,-5.2,-20.6,69,12.4,26.6,68,2,3.9,30,78.2,73.8,98,86.7,99.2,22,59.5,47,64,64,63,93,-13.7,29.5,40,,,59,28.6,22.1,16,4,1.9,79,45,76,95,23.5,38.2,73,62,84,61,15.8,16,62,,,72,84.6,90.8,99,42.1,30.4,74,29.5,42.1,90,88.3,95.7,13113,GA,119194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13135050318,Gwinnett County,2022,40,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,34,46,32,42,22,52,-5.2,1.1,33,12.4,5.6,2,2,0,1,78.2,49.4,65,86.7,90.7,20,59.5,46.2,40,36,44,12,-13.7,-30,23,,,73,28.6,125,,,,72,45,68,17,23.5,15.6,48,24,72,24,15.8,-0.3,25,,,49,84.6,84.3,66,42.1,39.6,92,29.5,61.6,81,88.3,93.4,13135,GA,957062,,,,,,,,,,,,,Census Tract 503.18; Gwinnett County; Georgia,B02001_002,630,361,Census Tract 503.18; Gwinnett County; Georgia,B15003_022,384,172,Census Tract 503.18; Gwinnett County; Georgia,B01001_026,1605,364,Census Tract 503.18; Gwinnett County; Georgia,B23025_005,120,97,Census Tract 503.18; Gwinnett County; Georgia,B19019_001,49732,23095,Census Tract 503.18; Gwinnett County; Georgia,B08201_002,32,38,Census Tract 503.18; Gwinnett County; Georgia,B17001A_002,116,125,Census Tract 503.18; Gwinnett County; Georgia,B15003_017,365,181
13073030201,Columbia County,2022,56,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,60,53,61,74,48,83,-5.2,11.1,66,12.4,41.1,26,2,0.7,44,78.2,77,52,86.7,87.3,72,59.5,71,52,49,55,55,-13.7,-18.1,62,,,30,28.6,-13.4,47,4,3.8,45,45,41,72,23.5,28.3,56,58,55,45,15.8,8.9,71,,,64,84.6,88.6,79,42.1,37.1,42,29.5,25.9,35,88.3,86.1,13073,GA,156010,,,,,,,,,,,,,Census Tract 302.01; Columbia County; Georgia,B02001_002,4835,809,Census Tract 302.01; Columbia County; Georgia,B15003_022,691,288,Census Tract 302.01; Columbia County; Georgia,B01001_026,3628,559,Census Tract 302.01; Columbia County; Georgia,B23025_005,14,29,Census Tract 302.01; Columbia County; Georgia,B19019_001,70950,4443,Census Tract 302.01; Columbia County; Georgia,B08201_002,186,138,Census Tract 302.01; Columbia County; Georgia,B17001A_002,319,211,Census Tract 302.01; Columbia County; Georgia,B15003_017,1245,421
13163960200,Jefferson County,2022,41,8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area",0,,Georgia,41,41,37,28,46,31,-5.2,-10.9,26,12.4,-13.8,7,2,0.1,99,78.2,93.4,40,86.7,83.6,36,59.5,53.4,30,42,18,49,-13.7,-4.8,,,,36,28.6,29.2,,,,27,45,25,8,23.5,11.9,56,53,60,53,15.8,21.5,,,,65,84.6,88.7,77,42.1,37.5,69,29.5,38.8,27,88.3,84.6,13163,GA,15709,,,,,,,,,,,,,Census Tract 9602; Jefferson County; Georgia,B02001_002,1667,302,Census Tract 9602; Jefferson County; Georgia,B15003_022,65,30,Census Tract 9602; Jefferson County; Georgia,B01001_026,1138,202,Census Tract 9602; Jefferson County; Georgia,B23025_005,18,15,Census Tract 9602; Jefferson County; Georgia,B19019_001,55735,14959,Census Tract 9602; Jefferson County; Georgia,B08201_002,30,24,Census Tract 9602; Jefferson County; Georgia,B17001A_002,289,134,Census Tract 9602; Jefferson County; Georgia,B15003_017,458,97
13241970100,Rabun County,2022,47,9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area",0,,Georgia,41,53,50,24,75,22,-5.2,-46.4,26,12.4,-52.5,99,2,58.8,77,78.2,83.6,40,86.7,83.4,85,59.5,79.3,50,40,60,76,-13.7,2.3,27,,,17,28.6,-20.2,75,4,6,44,45,39,60,23.5,25.7,42,60,25,67,15.8,25.1,54,,,31,84.6,77.6,11,42.1,51.2,,29.5,,32,88.3,85.7,13241,GA,16883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13059140400,Clarke County,2022,50,3,"Metro - Counties in metro areas of fewer than 250,000 population",1,,Georgia,54,45,54,46,62,50,-5.2,-1.8,43,12.4,22.1,10,2,0.1,92,78.2,87.8,71,86.7,92,76,59.5,73.6,44,51,36,46,-13.7,-17,79,,,27,28.6,14.5,36,4,3.2,36,45,32,37,23.5,20.7,52,65,38,61,15.8,36.6,69,,,29,84.6,76.6,75,42.1,37.8,1,29.5,4.5,46,88.3,87.8,13059,GA,128671,1249,13,59,140400,1404,Census Tract 1404,G5020,S,13846939,150111,34.011243,-83.3386514,Census Tract 1404; Clarke County; Georgia,B02001_002,1561,545,Census Tract 1404; Clarke County; Georgia,B15003_022,247,115,Census Tract 1404; Clarke County; Georgia,B01001_026,1661,443,Census Tract 1404; Clarke County; Georgia,B23025_005,57,59,Census Tract 1404; Clarke County; Georgia,B19019_001,42198,18411,Census Tract 1404; Clarke County; Georgia,B08201_002,25,30,Census Tract 1404; Clarke County; Georgia,B17001A_002,243,137,Census Tract 1404; Clarke County; Georgia,B15003_017,519,179
13299950600,Ware County,2022,54,5,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",0,,Georgia,53,56,50,47,52,60,-5.2,-3.6,34,12.4,-39,18,2,0.4,42,78.2,76.6,49,86.7,86.2,99,59.5,92.7,70,73,68,85,-13.7,31.7,70,,,65,28.6,50,,,,73,45,69,63,23.5,26.3,44,40,48,45,15.8,9.1,36,,,49,84.6,84.3,40,42.1,43.8,,29.5,,56,88.3,89.3,13299,GA,36251,,,,,,,,,,,,,Census Tract 9506; Ware County; Georgia,B02001_002,4429,634,Census Tract 9506; Ware County; Georgia,B15003_022,794,269,Census Tract 9506; Ware County; Georgia,B01001_026,3006,418,Census Tract 9506; Ware County; Georgia,B23025_005,0,20,Census Tract 9506; Ware County; Georgia,B19019_001,64479,17174,Census Tract 9506; Ware County; Georgia,B08201_002,180,91,Census Tract 9506; Ware County; Georgia,B17001A_002,338,150,Census Tract 9506; Ware County; Georgia,B15003_017,1191,346
13067030324,Cobb County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,48,60,68,74,61,74,-5.2,16.4,75,12.4,68.4,41,2,1.3,93,78.2,88,91,86.7,97,18,59.5,45.1,44,39,49,21,-13.7,-21.2,33,,,64,28.6,52.4,47,4,3.8,80,45,77,21,23.5,16.8,50,30,70,43,15.8,6.5,18,,,100,84.6,100,97,42.1,31.9,5,29.5,7.5,78,88.3,92.8,13067,GA,766149,,,,,,,,,,,,,Census Tract 303.24; Cobb County; Georgia,B02001_002,3457,548,Census Tract 303.24; Cobb County; Georgia,B15003_022,766,178,Census Tract 303.24; Cobb County; Georgia,B01001_026,2186,474,Census Tract 303.24; Cobb County; Georgia,B23025_005,83,88,Census Tract 303.24; Cobb County; Georgia,B19019_001,127903,7869,Census Tract 303.24; Cobb County; Georgia,B08201_002,10,16,Census Tract 303.24; Cobb County; Georgia,B17001A_002,61,52,Census Tract 303.24; Cobb County; Georgia,B15003_017,481,157
13067030228,Cobb County,2022,54,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,54,54,45,44,46,53,-5.2,-16.2,34,12.4,-27,10,2,0.1,6,78.2,63.1,88,86.7,96.3,78,59.5,75,67,58,76,61,-13.7,-16.6,55,,,59,28.6,22.8,49,4,3.9,82,45,79,97,23.5,40.8,50,60,39,58,15.8,18.5,62,,,32,84.6,78.2,74,42.1,38.1,,29.5,,12,88.3,80.6,13067,GA,766149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13067030311,Cobb County,2022,57,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,49,65,44,38,49,33,-5.2,-33.6,44,12.4,-21.8,30,2,0.9,38,78.2,75.7,84,86.7,95.3,44,59.5,57,66,56,76,51,-13.7,-16.7,49,,,69,28.6,35.9,78,4,6.4,70,45,66,81,23.5,30.9,60,52,69,38,15.8,2,65,,,81,84.6,93.4,72,42.1,38.3,,29.5,,53,88.3,88.7,13067,GA,766149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13089023316,DeKalb County,2022,58,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,45,71,66,46,85,49,-5.2,-26.2,42,12.4,-19,77,2,5.4,90,78.2,87,88,86.7,96.3,,59.5,,65,63,67,34,-13.7,-24.6,78,,,78,28.6,71.7,45,4,3.7,84,45,81,73,23.5,28.5,43,25,61,40,15.8,5.7,10,,,81,84.6,93.2,89,42.1,35,29,29.5,20.6,45,88.3,87.6,13089,GA,764382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13051010700,Chatham County,2022,60,2,"Metro - Counties in metro areas of 250,000 to 1 million population",0,,Georgia,50,71,56,33,79,33,-5.2,-54.6,33,12.4,-84.6,95,2,22,,78.2,,63,86.7,90.3,,59.5,,65,77,53,73,-13.7,-9.9,76,,,81,28.6,51.2,20,4,2.2,39,45,36,100,23.5,47.7,60,39,81,27,15.8,-12.8,51,,,79,84.6,92.8,,42.1,,,29.5,,83,88.3,93.7,13051,GA,295291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13067030218,Cobb County,2022,52,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,43,62,53,46,60,41,-5.2,-26.7,50,12.4,-15.1,2,2,0,99,78.2,91.9,96,86.7,98.6,42,59.5,56,44,40,48,45,-13.7,-15.3,15,,,60,28.6,28.9,12,4,1.6,93,45,93,39,23.5,21.2,60,44,77,59,15.8,13,28,,,100,84.6,100,93,42.1,33.4,16,29.5,14.2,98,88.3,98.5,13067,GA,766149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13067031509,Cobb County,2022,52,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,50,54,48,49,46,47,-5.2,-30.2,51,12.4,-9.8,75,2,5,37,78.2,75.6,65,86.7,90.6,7,59.5,37.9,54,56,53,29,-13.7,-28.4,58,,,81,28.6,83.6,21,4,2.3,58,45,52,80,23.5,30.5,53,44,62,64,15.8,21.1,24,,,51,84.6,84.8,64,42.1,39.8,65,29.5,36.8,66,88.3,90.6,13067,GA,766149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13063040523,Clayton County,2022,39,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,42,36,36,39,34,40,-5.2,-6.3,38,12.4,12.1,27,2,0.7,9,78.2,65.6,40,86.7,83.7,62,59.5,65.9,50,62,37,89,-13.7,53.6,42,,,56,28.6,51.3,16,4,1.9,41,45,36,54,23.5,24.4,30,24,37,19,15.8,4.1,29,,,32,84.6,78.1,72,42.1,38.4,,29.5,,8,88.3,78.6,13063,GA,297595,,,,,,,,,,,,,Census Tract 405.23; Clayton County; Georgia,B02001_002,127,64,Census Tract 405.23; Clayton County; Georgia,B15003_022,111,74,Census Tract 405.23; Clayton County; Georgia,B01001_026,1693,427,Census Tract 405.23; Clayton County; Georgia,B23025_005,31,29,Census Tract 405.23; Clayton County; Georgia,B19019_001,45536,9210,Census Tract 405.23; Clayton County; Georgia,B08201_002,112,59,Census Tract 405.23; Clayton County; Georgia,B17001A_002,18,28,Census Tract 405.23; Clayton County; Georgia,B15003_017,766,341
13067030408,Cobb County,2022,55,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,41,69,49,46,52,37,-5.2,-8.8,54,12.4,13.3,37,2,1.1,63,78.2,80.8,85,86.7,95.4,21,59.5,46.4,54,43,66,36,-13.7,-22.7,31,,,62,28.6,39.8,53,4,4.2,93,45,94,53,23.5,24.2,62,34,90,54,15.8,11.2,13,,,96,84.6,97.4,86,42.1,35.5,,29.5,,89,88.3,95.1,13067,GA,766149,,,,,,,,,,,,,Census Tract 304.08; Cobb County; Georgia,B02001_002,1456,294,Census Tract 304.08; Cobb County; Georgia,B15003_022,822,170,Census Tract 304.08; Cobb County; Georgia,B01001_026,1376,221,Census Tract 304.08; Cobb County; Georgia,B23025_005,34,35,Census Tract 304.08; Cobb County; Georgia,B19019_001,112250,31257,Census Tract 304.08; Cobb County; Georgia,B08201_002,95,88,Census Tract 304.08; Cobb County; Georgia,B17001A_002,0,14,Census Tract 304.08; Cobb County; Georgia,B15003_017,196,152
13067030342,Cobb County,2022,63,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,59,67,59,64,54,60,-5.2,0,67,12.4,20.9,28,2,0.7,80,78.2,84.2,100,86.7,100,7,59.5,37.9,59,41,77,25,-13.7,-28.1,63,,,35,28.6,0.6,77,4,6.2,91,45,92,63,23.5,26.3,72,72,71,88,15.8,32.1,57,,,92,84.6,96,38,42.1,44.1,56,29.5,32.3,97,88.3,97.8,13067,GA,766149,,,,,,,,,,,,,Census Tract 303.42; Cobb County; Georgia,B02001_002,3994,403,Census Tract 303.42; Cobb County; Georgia,B15003_022,1316,184,Census Tract 303.42; Cobb County; Georgia,B01001_026,2361,229,Census Tract 303.42; Cobb County; Georgia,B23025_005,76,53,Census Tract 303.42; Cobb County; Georgia,B19019_001,178654,26129,Census Tract 303.42; Cobb County; Georgia,B08201_002,10,17,Census Tract 303.42; Cobb County; Georgia,B17001A_002,55,62,Census Tract 303.42; Cobb County; Georgia,B15003_017,174,70
13143010301,Haralson County,2022,48,1,Metro - Counties in metro areas of 1 million population or more,0,,Georgia,53,44,49,71,27,65,-5.2,8.4,77,12.4,122.9,2,2,0,28,78.2,73.1,43,86.7,84.4,36,59.5,53.7,44,42,45,51,-13.7,-4.2,,,,32,28.6,20.4,97,4,13,29,45,27,10,23.5,13.2,52,45,60,45,15.8,13.4,,,,74,84.6,91.3,74,42.1,38,11,29.5,11.7,80,88.3,93.3,13143,GA,29919,,,,,,,,,,,,,Census Tract 103.01; Haralson County; Georgia,B02001_002,3659,646,Census Tract 103.01; Haralson County; Georgia,B15003_022,365,216,Census Tract 103.01; Haralson County; Georgia,B01001_026,2115,393,Census Tract 103.01; Haralson County; Georgia,B23025_005,128,88,Census Tract 103.01; Haralson County; Georgia,B19019_001,80804,12693,Census Tract 103.01; Haralson County; Georgia,B08201_002,28,41,Census Tract 103.01; Haralson County; Georgia,B17001A_002,309,158,Census Tract 103.01; Haralson County; Georgia,B15003_017,862,273
